,CU@SHFE,AL@SHFE,ZN@SHFE,PB@SHFE,NI@SHFE,SN@SHFE,AU@SHFE,FU@SHFE,WR@SHFE,AG@SHFE,RB@SHFE,HC@SHFE,BU@SHFE,SC@INE,RU@SHFE,SP@SHFE,M@DCE,Y@DCE,A@DCE,B@DCE,P@DCE,C@DCE,CS@DCE,JD@DCE,BB@DCE,FB@DCE,L@DCE,V@DCE,PP@DCE,J@DCE,JM@DCE,I@DCE,EG@DCE,SR@CZCE,CF@CZCE,ZC@CZCE,FG@CZCE,TA@CZCE,MA@CZCE,WH@CZCE,PM@CZCE,RI@CZCE,LR@CZCE,JR@CZCE,RS@CZCE,OI@CZCE,RM@CZCE,SF@CZCE,SM@CZCE,CY@CZCE,AP@CZCE,CJ@CZCE,NR@INE,UR@CZCE,RR@DCE,SS@SHFE,EB@DCE,SA@CZCE,PG@DCE,LU@INE,LH@DCE,PF@CZCE,PK@CZCE,BC@INE
2012-3-22,-0.010761589,-0.003403465,-0.013906448,-0.007310871,,,-0.001801536,0.004976041,0,,-0.000688389,,,,-0.011777114,,0.003787879,-0.0023027,0.001330377,0.004502661,-0.00281294,-0.001215559,,,,,-0.004612546,-0.002921841,,0,,,,0.000756544,-0.001170686,,,-0.000230681,-0.014681348,-0.006828528,-0.00044287,0.001118568,,,,0.000198807,,,,,,,,,,,,,,,,,,
2012-3-23,0.004686192,0.000620925,0.003205128,0.000320205,,,-0.002307761,0.004034476,0,,-0.001836969,,,,0.006225543,,0.018867925,0.012798993,0.007750221,0.00407498,0.015749882,-0.002434077,,,,,-0.00231696,-0.002930403,,0.004416094,,,,0.003477472,0.00140647,,,0.005076142,0.003386387,0.001527884,0.007532122,0.001117318,,,,0.01013715,,,,,,,,,,,,,,,,,,
2012-3-26,0.002498751,0.00186162,-0.010223642,-0.001600512,,,0.010586875,0.002374429,-0.000959233,,0.001610306,,,,0.000530316,,0.00617284,0.008493889,0.008569545,0.01075487,0.01434853,-0.004880033,,,,,0.007431491,-0.000734754,,-0.001465559,,,,-0.000301341,-0.003043071,,,0.000459137,0.008099899,-0.001144165,0.005277045,-0.005208333,,,,0.008658009,,,,,,,,,,,,,,,,,,
2012-3-27,0.008806913,0,0.009683667,0.001603078,,,0.014730911,0.022230321,0,,0.00298576,,,,0.008833922,,0.005828221,-0.000821693,0.000653595,0.000401526,-0.002737851,-0.001225991,,,,,0.008298755,-0.003676471,,-0.000978474,,,,-0.001356443,-0.000939188,,,0.00527765,-0.000669568,-0.001145475,-0.000437445,-0.001869858,,,,0,,,,,,,,,,,,,,,,,,
2012-3-28,-0.009883051,-0.004307692,-0.011828645,-0.0096,,,-0.009861191,0.000891266,0,,-0.005037783,,,,-0.011208406,,-0.000609942,-0.002672697,-0.004354452,0.000802729,-0.002974148,0.005319149,,,,,-0.011431184,-0.01340861,,-0.007345739,,,,0.002716571,-0.002820212,,,0.001141292,-0.006365159,-0.006498471,-0.000437637,-0.001498689,,,,0.003316426,,,,,,,,,,,,,,,,,,
2012-3-29,-0.006155382,-0.000618047,-0.007440958,-0.005815832,,,-0.007067963,-0.012644702,0,,-0.00575374,,,,-0.011866808,,-0.003356729,-0.006184292,-0.003280122,-0.004210948,-0.005966039,-0.00976801,,,,,-0.013876041,-0.005007153,,-0.00098668,,,,0.001204094,0.002356823,,,-0.01003192,-0.000674309,-0.004232397,-0.003940455,-0.00412758,,,,-0.002527708,,,,,,,,,,,,,,,,,,
2012-3-30,0.004519585,-0.000309215,0.00684485,0.012024699,,,0.00067653,-0.000721501,0,,0.000925926,,,,0.003047141,,-0.006736069,-0.00850446,-0.00636244,-0.007249295,-0.010387812,-0.000411015,,,,,-0.004221388,-0.005032351,,0.000493827,,,,-0.000601323,-0.001175641,,,-0.004375864,-0.005060729,0.000772798,0.001758242,0.003014318,,,,-0.007992203,,,,,,,,,,,,,,,,,,
2012-4-5,-0.001666389,-0.005876895,-0.003237294,-0.002569043,,,-0.020634921,0.001624549,0.000960154,,0.00693802,,,,0.004288778,,0.043156597,0.033682008,0.027599912,0.018255578,0.035222767,0.013157895,,,,,0.005181347,0.01517341,,-0.0029615,,,,0.005716005,-0.004001883,,,-0.001156604,-0.003051882,0.006177606,0.006581834,0.005259204,,,,0.02692081,,,,,,,,,,,,,,,,,,
2012-4-6,0.007837252,0.00746733,0.011692108,0.009658725,,,0.003661684,-0.000720851,0.004556355,,0.00711989,,,,0.006049822,,0.004728132,0.011536126,0.014825956,0.006573705,0.010365029,-0.004464286,,,,,0.009840675,0.003558719,,-0.005445545,,,,0.001944361,0.001654455,,,0.000231589,0.004421769,-0.00076746,0.00043592,0.000747384,,,,0.007654038,,,,,,,,,,,,,,,,,,
2012-4-9,-0.009927201,-0.00123533,-0.002233567,-0.006377551,,,0.00604067,-0.008295762,-0.00023872,,-0.001368301,,,,-0.004392387,,-0.002352941,0,0.002117298,0.001583218,-0.001338091,0.000407664,,,,,-0.017633411,-0.006382979,,-0.004977601,,,,0.017465293,0.002359604,,,-0.009261403,-0.004740941,0.002304147,0.00043573,-0.001120239,,,,-0.000949487,,,,,,,,,,,,,,,,,,
2012-4-10,-0.007854278,-0.002164502,-0.002558363,0.001283697,,,0.003537245,-0.006001091,0,,0.001141813,,,,0.004411765,,0.002653302,0.007002801,0.006549757,0.004149378,0.007815989,-0.002444988,,,,,-0.000944733,0.004282655,,0.00150075,,,,0.000293427,0.008945386,,,0.004907689,-0.002041511,0.003065134,0.00174216,-0.000747664,,,,0.006272572,,,,,,,,,,,,,,,,,,
2012-4-11,-0.025265285,-0.005887822,-0.01378647,-0.008974359,,,0.006427535,0.006037322,0.007402101,,-0.001596715,,,,-0.023426061,,-0.01499559,-0.015299026,-0.019101595,-0.013774105,-0.013073344,-0.006535948,,,,,-0.008510638,-0.004264392,,0.002497502,,,,-0.003813435,-0.003733084,,,-0.005813953,-0.003750426,-0.009549274,-0.006521739,-0.005611672,,,,-0.011522478,,,,,,,,,,,,,,,,,,
